experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,memory_bandwidth,arbitration_type,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,num_RELIEF_forwards,num_colocations,num_forwards,time_moving_memory,total_energy
146,2025-12-02 09:14:59,SoC.COMM_a1_A5_m1_f1_v1.txt,RELIEF,mixed_2rx_2tx,"[[2,2]]",[],5280,min,190.75,1.5,4,763.0,28504,53776,20720,2,2,3.27,668.0,4,91,49,85,0,0.004898
147,2025-12-02 09:15:00,SoC.COMM_a1_A5_m1_f1_v1.txt,RELIEF,mixed_3rx_3tx,"[[3,3]]",[],5280,min,225.166667,2.0,6,1351.0,36372,87048,31080,2,4,6.31,867.0,6,124,71,130,0,0.007282
148,2025-12-02 09:15:00,SoC.COMM_a1_A5_m1_f1_v1.txt,LL,single_tx,"[[0,1]]",[],5280,min,119.0,1.0,1,119.0,10528,10432,120,0,1,0.04,119.0,1,0,16,14,0,0.000364
149,2025-12-02 09:15:01,SoC.COMM_a1_A5_m1_f1_v1.txt,LL,single_rx,"[[1,0]]",[],5280,min,238.0,1.0,1,238.0,5132,15048,10240,1,0,0.5,238.0,1,0,10,27,0,0.002097
150,2025-12-02 09:15:01,SoC.COMM_a1_A5_m1_f1_v1.txt,LL,mixed_1rx_1tx,"[[1,1]]",[],5280,min,178.5,1.5,2,357.0,14892,26248,10360,1,1,0.75,305.0,2,0,25,42,0,0.002448
151,2025-12-02 09:15:02,SoC.COMM_a1_A5_m1_f1_v1.txt,LL,mixed_2rx_1tx,"[[2,1]]",[],5280,min,198.333333,1.33,3,595.0,20024,41296,20600,2,1,2.56,565.0,3,0,35,69,0,0.004539
152,2025-12-02 09:15:02,SoC.COMM_a1_A5_m1_f1_v1.txt,LL,mixed_1rx_2tx,"[[1,2]]",[],5280,min,158.666667,1.33,3,476.0,25420,36680,10480,1,2,1.26,446.0,3,0,41,56,0,0.00282
153,2025-12-02 09:15:03,SoC.COMM_a1_A5_m1_f1_v1.txt,LL,mixed_2rx_2tx,"[[2,2]]",[],5280,min,190.75,1.5,4,763.0,30552,51728,20720,2,2,3.27,668.0,4,0,51,83,0,0.004898
154,2025-12-02 09:15:04,SoC.COMM_a1_A5_m1_f1_v1.txt,LL,mixed_3rx_3tx,"[[3,3]]",[],5280,min,225.333333,2.0,6,1352.0,38372,85048,31080,2,4,6.32,868.0,6,0,72,129,0,0.007283
155,2025-12-02 09:15:04,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_D,single_tx,"[[0,1]]",[],5280,min,119.0,1.0,1,119.0,10528,10432,120,0,1,0.04,119.0,1,0,16,14,0,0.000364
156,2025-12-02 09:15:05,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_D,single_rx,"[[1,0]]",[],5280,min,238.0,1.0,1,238.0,5132,15048,10240,1,0,0.5,238.0,1,0,10,27,0,0.002097
157,2025-12-02 09:15:05,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_D,mixed_1rx_1tx,"[[1,1]]",[],5280,min,178.5,1.5,2,357.0,14892,26248,10360,1,1,0.75,305.0,2,0,25,42,0,0.002448
158,2025-12-02 09:15:06,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_D,mixed_2rx_1tx,"[[2,1]]",[],5280,min,198.333333,1.33,3,595.0,20024,41296,20600,2,1,2.56,565.0,3,0,35,69,0,0.004539
159,2025-12-02 09:15:06,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_D,mixed_1rx_2tx,"[[1,2]]",[],5280,min,158.666667,1.33,3,476.0,25420,36680,10480,1,2,1.26,446.0,3,0,41,56,0,0.00282
160,2025-12-02 09:15:07,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_D,mixed_2rx_2tx,"[[2,2]]",[],5280,min,190.75,1.5,4,763.0,30552,51728,20720,2,2,3.27,668.0,4,0,51,83,0,0.004898
161,2025-12-02 09:15:07,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_D,mixed_3rx_3tx,"[[3,3]]",[],5280,min,242.5,2.0,6,1455.0,45268,78152,31080,1,5,6.29,865.0,6,0,83,118,0,0.007274
162,2025-12-02 09:15:08,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_N,single_tx,"[[0,1]]",[],5280,min,119.0,1.0,1,119.0,10528,10432,120,0,1,0.04,119.0,1,0,16,14,0,0.000364
163,2025-12-02 09:15:08,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_N,single_rx,"[[1,0]]",[],5280,min,238.0,1.0,1,238.0,5132,15048,10240,1,0,0.5,238.0,1,0,10,27,0,0.002097
164,2025-12-02 09:15:09,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_N,mixed_1rx_1tx,"[[1,1]]",[],5280,min,178.5,1.5,2,357.0,14892,26248,10360,1,1,0.75,305.0,2,0,25,42,0,0.002448
165,2025-12-02 09:15:09,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_N,mixed_2rx_1tx,"[[2,1]]",[],5280,min,198.333333,1.33,3,595.0,20024,41296,20600,2,1,2.56,565.0,3,0,35,69,0,0.004539
166,2025-12-02 09:15:10,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_N,mixed_1rx_2tx,"[[1,2]]",[],5280,min,158.666667,1.33,3,476.0,25420,36680,10480,1,2,1.26,446.0,3,0,41,56,0,0.00282
167,2025-12-02 09:15:11,SoC.COMM_a1_A5_m1_f1_v1.txt,GEDF_N,mixed_2rx_2tx,"[[2,2]]",[],5280,min,190.75,1.5,4,763.0,30552,51728,20720,2,2,3.27,668.0,4,0,51,83,0,0.004898
