experiment_num,timestamp,soc_config,scheduler,workload_name,job_list,job_probabilities,ave_latency,average_concurrent_jobs,completed_jobs,cumulative_execution_time,data_colocated,data_forwarded,data_from_memory,deadlines_met,deadlines_missed,edp,execution_time,injected_jobs,memory_bandwidth,num_RELIEF_forwards,num_colocations,num_forwards,task_runtime_variance,time_moving_memory,total_energy
306,2025-12-04 14:37:04,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
307,2025-12-04 14:37:05,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
308,2025-12-04 14:37:06,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
309,2025-12-04 14:37:06,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
310,2025-12-04 14:37:07,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],12068.2,2.8,5,60341.0,10289152,1556480,22957080,4,1,199.04,27129.0,5,5280,0,157,24,68445882,0,0.007337
311,2025-12-04 14:37:08,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25343.833333,3.0,6,152063.0,917504,2179072,5691440,2,4,755.82,53740.0,6,5280,0,14,34,365727176,0,0.014064
312,2025-12-04 14:37:09,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
313,2025-12-04 14:37:10,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
314,2025-12-04 14:37:11,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
315,2025-12-04 14:37:11,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
316,2025-12-04 14:37:12,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
317,2025-12-04 14:37:12,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
318,2025-12-04 14:37:14,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],13853.4,2.8,5,69267.0,8192000,966656,25644056,3,2,183.54,25898.0,5,5280,0,125,15,68262472,0,0.007087
319,2025-12-04 14:37:15,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],28193.666667,3.0,6,169162.0,655360,2572288,5560368,0,6,840.68,57099.0,6,5280,0,10,40,226011473,0,0.014723
320,2025-12-04 14:37:16,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22162.5,2.5,4,88650.0,3276800,0,57540608,0,4,94.67,22217.0,4,5280,0,50,0,2076,0,0.004261
321,2025-12-04 14:37:16,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
322,2025-12-04 14:37:17,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
323,2025-12-04 14:37:18,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2921.0,1.0,1,2921.0,7274496,0,6881280,1,0,1.8,2921.0,1,5280,0,111,0,,0,0.000617
324,2025-12-04 14:37:18,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
325,2025-12-04 14:37:19,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],4289.0,1.0,1,4289.0,5701632,0,10551296,1,0,3.72,4289.0,1,5280,0,87,0,,0,0.000866
326,2025-12-04 14:37:20,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],13110.8,2.8,5,65554.0,13172736,1163264,20466712,3,2,199.17,27074.0,5,5280,0,201,18,86260336,0,0.007356
327,2025-12-04 14:37:21,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27504.166667,3.0,6,165025.0,720896,2375680,5691440,1,5,811.74,55914.0,6,5280,0,11,37,299396645,0,0.014518
328,2025-12-04 14:37:22,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],8905.25,2.5,4,35621.0,25493504,0,35323904,2,2,43.15,14514.0,4,5280,0,389,0,21913063,0,0.002973
329,2025-12-04 14:37:23,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
330,2025-12-04 14:37:23,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
331,2025-12-04 14:37:24,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
332,2025-12-04 14:37:24,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
333,2025-12-04 14:37:25,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
334,2025-12-04 14:37:26,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],12023.0,2.8,5,60115.0,9764864,1490944,23546904,4,1,181.52,25700.0,5,5280,0,149,23,56031877,0,0.007063
335,2025-12-04 14:37:27,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25343.833333,3.0,6,152063.0,917504,2179072,5691440,2,4,755.82,53740.0,6,5280,0,14,34,365727176,0,0.014064
336,2025-12-04 14:37:28,SoC.i1_g1_cv1_h4_e1_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
337,2025-12-04 14:37:29,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,10,5,9,,0,0.001075
338,2025-12-04 14:37:30,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,22,0,26,,0,0.004425
339,2025-12-04 14:37:30,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2827.0,1.0,1,2827.0,7274496,0,6881280,1,0,1.7,2827.0,1,5280,104,111,0,,0,0.0006
340,2025-12-04 14:37:31,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,262144,507904,672636,1,0,12.94,7057.0,1,5280,12,4,8,,0,0.001834
341,2025-12-04 14:37:31,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],3531.0,1.0,1,3531.0,7798784,0,8454144,1,0,2.61,3531.0,1,5280,120,119,0,,0,0.00074
342,2025-12-04 14:37:32,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],15114.2,2.8,5,75571.0,15466496,1097728,18238488,2,3,204.95,27476.0,5,5280,252,236,17,101092571,0,0.007459
343,2025-12-04 14:37:34,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24222.333333,3.0,6,145334.0,851968,3096576,4839472,2,4,768.2,54071.0,6,5280,69,13,48,294241487,0,0.014207
344,2025-12-04 14:37:35,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],19078.5,2.5,4,76314.0,11862016,0,48955392,0,4,71.66,19133.0,4,5280,151,181,0,2076,0,0.003745
345,2025-12-04 14:37:35,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,LL,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
346,2025-12-04 14:37:36,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
347,2025-12-04 14:37:36,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,LL,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
348,2025-12-04 14:37:37,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,LL,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
349,2025-12-04 14:37:38,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
350,2025-12-04 14:37:39,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],14646.0,2.8,5,73230.0,7929856,1032192,25840664,3,2,178.88,25660.0,5,5280,0,121,16,66135492,0,0.006971
351,2025-12-04 14:37:40,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27874.666667,3.0,6,167248.0,524288,2441216,5822512,0,6,818.23,56091.0,6,5280,0,8,38,170589242,0,0.014588
352,2025-12-04 14:37:41,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22226.5,2.5,4,88906.0,2883584,0,57933824,0,4,95.22,22281.0,4,5280,0,44,0,2076,0,0.004273
353,2025-12-04 14:37:42,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
354,2025-12-04 14:37:42,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
355,2025-12-04 14:37:43,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
356,2025-12-04 14:37:43,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
357,2025-12-04 14:37:44,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
358,2025-12-04 14:37:45,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],12068.2,2.8,5,60341.0,10289152,1556480,22957080,4,1,199.04,27129.0,5,5280,0,157,24,68445882,0,0.007337
359,2025-12-04 14:37:46,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25343.833333,3.0,6,152063.0,917504,2179072,5691440,2,4,755.82,53740.0,6,5280,0,14,34,365727176,0,0.014064
360,2025-12-04 14:37:47,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
361,2025-12-04 14:37:48,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
362,2025-12-04 14:37:49,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_N,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
363,2025-12-04 14:37:49,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_N,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
364,2025-12-04 14:37:50,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_N,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
365,2025-12-04 14:37:50,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_N,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
366,2025-12-04 14:37:51,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_N,mixed_balanced,"[[1,1,1,1,1]]",[],13853.4,2.8,5,69267.0,8192000,966656,25644056,3,2,183.54,25898.0,5,5280,0,125,15,68262472,0,0.007087
367,2025-12-04 14:37:53,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_N,mixed_vision_heavy,"[[2,2,0,2,0]]",[],28193.666667,3.0,6,169162.0,655360,2572288,5560368,0,6,840.68,57099.0,6,5280,0,10,40,226011473,0,0.014723
368,2025-12-04 14:37:54,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,GEDF_N,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22162.5,2.5,4,88650.0,3276800,0,57540608,0,4,94.67,22217.0,4,5280,0,50,0,2076,0,0.004261
369,2025-12-04 14:37:54,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,HetSched,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
370,2025-12-04 14:37:55,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,HetSched,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
371,2025-12-04 14:37:55,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,HetSched,single_gru,"[[0,0,1,0,0]]",[],2921.0,1.0,1,2921.0,7274496,0,6881280,1,0,1.8,2921.0,1,5280,0,111,0,,0,0.000617
372,2025-12-04 14:37:56,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,HetSched,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
373,2025-12-04 14:37:57,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,HetSched,single_lstm,"[[0,0,0,0,1]]",[],4289.0,1.0,1,4289.0,5701632,0,10551296,1,0,3.72,4289.0,1,5280,0,87,0,,0,0.000866
374,2025-12-04 14:37:58,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,HetSched,mixed_balanced,"[[1,1,1,1,1]]",[],13110.8,2.8,5,65554.0,13172736,1163264,20466712,3,2,199.17,27074.0,5,5280,0,201,18,86260336,0,0.007356
375,2025-12-04 14:37:59,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,HetSched,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27504.166667,3.0,6,165025.0,720896,2375680,5691440,1,5,811.74,55914.0,6,5280,0,11,37,299396645,0,0.014518
376,2025-12-04 14:38:00,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,HetSched,mixed_ml_heavy,"[[0,0,2,0,2]]",[],8905.25,2.5,4,35621.0,25493504,0,35323904,2,2,43.15,14514.0,4,5280,0,389,0,21913063,0,0.002973
377,2025-12-04 14:38:00,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
378,2025-12-04 14:38:01,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
379,2025-12-04 14:38:02,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
380,2025-12-04 14:38:02,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
381,2025-12-04 14:38:03,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
382,2025-12-04 14:38:04,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,mixed_balanced,"[[1,1,1,1,1]]",[],12023.0,2.8,5,60115.0,9764864,1490944,23546904,4,1,181.52,25700.0,5,5280,0,149,23,56031877,0,0.007063
383,2025-12-04 14:38:05,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25343.833333,3.0,6,152063.0,917504,2179072,5691440,2,4,755.82,53740.0,6,5280,0,14,34,365727176,0,0.014064
384,2025-12-04 14:38:06,SoC.i1_g1_cv1_h1_e4_c1_el1.txt,FCFS,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
385,2025-12-04 14:38:07,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,RELIEF,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,10,5,9,,0,0.001075
386,2025-12-04 14:38:07,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,RELIEF,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,22,0,26,,0,0.004425
387,2025-12-04 14:38:08,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,RELIEF,single_gru,"[[0,0,1,0,0]]",[],2827.0,1.0,1,2827.0,7274496,0,6881280,1,0,1.7,2827.0,1,5280,104,111,0,,0,0.0006
388,2025-12-04 14:38:09,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,RELIEF,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,262144,507904,672636,1,0,12.94,7057.0,1,5280,12,4,8,,0,0.001834
389,2025-12-04 14:38:09,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,RELIEF,single_lstm,"[[0,0,0,0,1]]",[],3531.0,1.0,1,3531.0,7798784,0,8454144,1,0,2.61,3531.0,1,5280,120,119,0,,0,0.00074
390,2025-12-04 14:38:10,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,RELIEF,mixed_balanced,"[[1,1,1,1,1]]",[],15114.2,2.8,5,75571.0,15466496,1097728,18238488,2,3,204.95,27476.0,5,5280,252,236,17,101092571,0,0.007459
391,2025-12-04 14:38:11,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,RELIEF,mixed_vision_heavy,"[[2,2,0,2,0]]",[],24222.333333,3.0,6,145334.0,851968,3096576,4839472,2,4,768.2,54071.0,6,5280,69,13,48,294241487,0,0.014207
392,2025-12-04 14:38:12,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,RELIEF,mixed_ml_heavy,"[[0,0,2,0,2]]",[],19078.5,2.5,4,76314.0,11862016,0,48955392,0,4,71.66,19133.0,4,5280,151,181,0,2076,0,0.003745
393,2025-12-04 14:38:13,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,LL,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
394,2025-12-04 14:38:14,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,LL,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
395,2025-12-04 14:38:14,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,LL,single_gru,"[[0,0,1,0,0]]",[],3771.0,1.0,1,3771.0,4653056,0,9502720,1,0,2.86,3771.0,1,5280,0,71,0,,0,0.000759
396,2025-12-04 14:38:15,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,LL,single_harris,"[[0,0,0,1,0]]",[],7057.0,1.0,1,7057.0,196608,507904,738172,1,0,12.94,7057.0,1,5280,0,3,8,,0,0.001834
397,2025-12-04 14:38:15,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,LL,single_lstm,"[[0,0,0,0,1]]",[],5342.0,1.0,1,5342.0,3080192,0,13172736,1,0,5.58,5342.0,1,5280,0,47,0,,0,0.001044
398,2025-12-04 14:38:17,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,LL,mixed_balanced,"[[1,1,1,1,1]]",[],14646.0,2.8,5,73230.0,7929856,1032192,25840664,3,2,178.88,25660.0,5,5280,0,121,16,66135492,0,0.006971
399,2025-12-04 14:38:18,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,LL,mixed_vision_heavy,"[[2,2,0,2,0]]",[],27874.666667,3.0,6,167248.0,524288,2441216,5822512,0,6,818.23,56091.0,6,5280,0,8,38,170589242,0,0.014588
400,2025-12-04 14:38:19,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,LL,mixed_ml_heavy,"[[0,0,2,0,2]]",[],22226.5,2.5,4,88906.0,2883584,0,57933824,0,4,95.22,22281.0,4,5280,0,44,0,2076,0,0.004273
401,2025-12-04 14:38:19,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_D,single_canny,"[[1,0,0,0,0]]",[],4085.0,1.0,1,4085.0,262144,507904,148144,1,0,4.41,4085.0,1,5280,0,4,8,,0,0.00108
402,2025-12-04 14:38:20,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_D,single_deblur,"[[0,1,0,0,0]]",[],16700.0,1.0,1,16700.0,0,1687552,345580,0,1,73.9,16700.0,1,5280,0,0,26,,0,0.004425
403,2025-12-04 14:38:21,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_D,single_gru,"[[0,0,1,0,0]]",[],3590.0,1.0,1,3590.0,5636096,0,8519680,1,0,2.62,3590.0,1,5280,0,86,0,,0,0.000729
404,2025-12-04 14:38:21,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_D,single_harris,"[[0,0,0,1,0]]",[],7120.0,1.0,1,7120.0,262144,638976,541564,1,0,13.14,7120.0,1,5280,0,4,10,,0,0.001846
405,2025-12-04 14:38:22,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_D,single_lstm,"[[0,0,0,0,1]]",[],5037.0,1.0,1,5037.0,4128768,0,12124160,1,0,4.99,5037.0,1,5280,0,63,0,,0,0.000991
406,2025-12-04 14:38:23,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_D,mixed_balanced,"[[1,1,1,1,1]]",[],12068.2,2.8,5,60341.0,10289152,1556480,22957080,4,1,199.04,27129.0,5,5280,0,157,24,68445882,0,0.007337
407,2025-12-04 14:38:24,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_D,mixed_vision_heavy,"[[2,2,0,2,0]]",[],25343.833333,3.0,6,152063.0,917504,2179072,5691440,2,4,755.82,53740.0,6,5280,0,14,34,365727176,0,0.014064
408,2025-12-04 14:38:25,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_D,mixed_ml_heavy,"[[0,0,2,0,2]]",[],20508.0,2.5,4,82032.0,5242880,0,55574528,0,4,91.92,21867.0,4,5280,0,80,0,2393660,0,0.004204
409,2025-12-04 14:38:26,SoC.i1_g1_cv1_h1_e1_c4_el1.txt,GEDF_N,single_canny,"[[1,0,0,0,0]]",[],4050.0,1.0,1,4050.0,327680,573440,17072,1,0,4.36,4050.0,1,5280,0,5,9,,0,0.001075
